0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,country
75.651,3508512,4604.211737,ALB,Europe,2002,0.03851491967468131,-0.2644946293142621,0.13224644591714202,0.0,0.0,0.0,1.0,0.0,0.0,Albania
76.423,3600523,5937.029526,ALB,Europe,2007,0.05028040913447778,-0.12926365225105452,0.29643541440847526,0.0,0.0,0.0,1.0,0.0,0.0,Albania
43.077,9279525,2449.008185,DZA,Africa,1952,0.019489794947169216,-0.48316689232909454,-0.13325169719905647,1.0,0.0,0.0,0.0,0.0,0.0,Algeria
45.685,10270856,3013.976023,DZA,Africa,1957,0.024477065673875427,-0.42584386335050395,-0.06365367163428917,1.0,0.0,0.0,0.0,0.0,0.0,Algeria
48.303,11000948,2550.81688,DZA,Africa,1962,0.020388514290371296,-0.4728371312679747,-0.12070994936716382,1.0,0.0,0.0,0.0,0.0,0.0,Algeria
51.407,12760499,3246.991771,DZA,Africa,1967,0.026534019257243746,-0.4022015113852016,-0.03494861110605188,1.0,0.0,0.0,0.0,0.0,0.0,Algeria
54.518,14760787,4182.663766,DZA,Africa,1972,0.0347936921741688,-0.3072659251866814,0.08031622177147343,1.0,0.0,0.0,0.0,0.0,0.0,Algeria
58.014,17152804,4910.416756,DZA,Africa,1977,0.04121795376779941,-0.23342631356789417,0.16996764579263307,1.0,0.0,0.0,0.0,0.0,0.0,Algeria
61.368,20033753,5745.160213,DZA,Africa,1982,0.04858667695413705,-0.14873118553248224,0.2727991568145194,1.0,0.0,0.0,0.0,0.0,0.0,Algeria
65.799,23254956,5681.358539,DZA,Africa,1987,0.04802346574165197,-0.15520466058998558,0.26493946952002423,1.0,0.0,0.0,0.0,0.0,0.0,Algeria
67.744,26298373,5023.216647,DZA,Africa,1992,0.0422136982270795,-0.22198135867724977,0.18386339200946641,1.0,0.0,0.0,0.0,0.0,0.0,Algeria
69.152,29072015,4797.295051,DZA,Africa,1997,0.040219368485672966,-0.2449039204999591,0.15603225551556738,1.0,0.0,0.0,0.0,0.0,0.0,Algeria
70.994,31287142,5288.040382,DZA,Africa,2002,0.044551437780499005,-0.19511168997298703,0.21648685805300985,1.0,0.0,0.0,0.0,0.0,0.0,Algeria
72.301,33333216,6223.367465,DZA,Africa,2007,0.05280806597628209,-0.10021109939588314,0.33170920144249894,1.0,0.0,0.0,0.0,0.0,0.0,Algeria
30.015,4232095,3520.610273,AGO,Africa,1952,0.028949394883121062,-0.37443950394996683,-0.001241723357179145,1.0,0.0,0.0,0.0,0.0,0.0,Angola
31.999,4561361,3827.940465,AGO,Africa,1957,0.03166236147502572,-0.3432570253784843,0.03661808585844007,1.0,0.0,0.0,0.0,0.0,0.0,Angola
34.0,4826015,4269.276742,AGO,Africa,1962,0.03555827084697762,-0.29847795921901515,0.09098601872704562,1.0,0.0,0.0,0.0,0.0,0.0,Angola
35.985,5247469,5522.776375,AGO,Africa,1967,0.046623576878783775,-0.17129479771113543,0.24540383445934655,1.0,0.0,0.0,0.0,0.0,0.0,Angola
37.928,5894858,5473.288005,AGO,Africa,1972,0.04618671679151381,-0.17631600967544056,0.23930739390334685,1.0,0.0,0.0,0.0,0.0,0.0,Angola
39.483,6162675,3008.647355,AGO,Africa,1977,0.024430026695474793,-0.4263845231361346,-0.06431010682713667,1.0,0.0,0.0,0.0,0.0,0.0,Angola
39.942,7016384,2756.953672,AGO,Africa,1982,0.022208193074349666,-0.4519219844107659,-0.0953160901870681,1.0,0.0,0.0,0.0,0.0,0.0,Angola
39.906,7874230,2430.208311,AGO,Africa,1987,0.019323838489191218,-0.48507437386983293,-0.13556764161794288,1.0,0.0,0.0,0.0,0.0,0.0,Angola
40.647,8735988,2627.845685,AGO,Africa,1992,0.02106848840296788,-0.46502159890628797,-0.11122082028931804,1.0,0.0,0.0,0.0,0.0,0.0,Angola
40.963,9875024,2277.140884,AGO,Africa,1997,0.017972631134465056,-0.5006049721861202,-0.15442391976501707,1.0,0.0,0.0,0.0,0.0,0.0,Angola
41.003,10866106,2773.287312,AGO,Africa,2002,0.022352378776886166,-0.4502647330487055,-0.09330395955267667,1.0,0.0,0.0,0.0,0.0,0.0,Angola
42.731,12420476,4797.231267,AGO,Africa,2007,0.040218805430478254,-0.24491039218176902,0.15602439800552162,1.0,0.0,0.0,0.0,0.0,0.0,Angola
62.485,17876956,5911.315053,ARG,Americas,1952,0.05005341384409175,-0.13187270604457008,0.29326766497414636,0.0,1.0,0.0,0.0,0.0,0.0,Argentina
64.399,19610538,6856.856212,ARG,Americas,1957,0.058400207105581026,-0.035935770148040246,0.4097482738342593,0.0,1.0,0.0,0.0,0.0,0.0,Argentina
65.142,21283783,7133.166023,ARG,Americas,1962,0.060839340343289375,-0.007900695870021117,0.4437867022125027,0.0,1.0,0.0,0.0,0.0,0.0,Argentina
65.634,22934225,8052.953021,ARG,Americas,1967,0.06895878796736879,0.0854231593907182,0.5570946724990247,0.0,1.0,0.0,0.0,0.0,0.0,Argentina
67.065,24779799,9443.038526,ARG,Americas,1972,0.08122980992721551,0.22646466003244792,0.7283384141900385,0.0,1.0,0.0,0.0,0.0,0.0,Argentina
68.481,26983828,10079.02674,ARG,Americas,1977,0.08684401517727146,0.290993591361038,0.8066853943182465,0.0,1.0,0.0,0.0,0.0,0.0,Argentina
69.942,29341374,8997.897412,ARG,Americas,1982,0.07730031324123673,0.1812995457354743,0.6735017658920145,0.0,1.0,0.0,0.0,0.0,0.0,Argentina
70.774,31620918,9139.671389,ARG,Americas,1987,0.07855182732353183,0.19568428278661415,0.6909668111777687,0.0,1.0,0.0,0.0,0.0,0.0,Argentina
71.868,33958947,9308.41871,ARG,Americas,1992,0.0800414494181499,0.212805801784909,0.7117546854088397,0.0,1.0,0.0,0.0,0.0,0.0,Argentina
73.275,36203463,10967.28195,ARG,Americas,1997,0.09468511498634995,0.3811181537139379,0.9161089838671047,0.0,1.0,0.0,0.0,0.0,0.0,Argentina
74.34,38331121,8797.640716,ARG,Americas,2002,0.07553254118305507,0.16098100790754788,0.6488322719663729,0.0,1.0,0.0,0.0,0.0,0.0,Argentina
75.32,40301927,12779.37964,ARG,Americas,2007,0.11068146230987484,0.5649780505243948,1.1393401359286768,0.0,1.0,0.0,0.0,0.0,0.0,Argentina
69.12,8691212,10039.59564,AUS,Oceania,1952,0.0864959359459864,0.28699281479301375,0.8018279024023139,0.0,0.0,0.0,0.0,1.0,0.0,Australia
70.33,9712569,10949.64959,AUS,Oceania,1957,0.09452946479362032,0.37932913102050647,0.9139368647489768,0.0,0.0,0.0,0.0,1.0,0.0,Australia
70.93,10794968,12217.22686,AUS,Oceania,1962,0.10571904159305076,0.5079406442670581,1.0700888955532115,0.0,0.0,0.0,0.0,1.0,0.0,Australia
71.1,11872264,241.1658765,AUS,Oceania,1967,,,,0.0,0.0,0.0,0.0,1.0,0.0,Australia
71.93,13177000,16788.62948,AUS,Oceania,1972,0.14607323688215335,0.9717664184681458,1.6332370519861519,0.0,0.0,0.0,0.0,1.0,0.0,Australia
73.49,14074100,18334.19751,AUS,Oceania,1977,0.15971678554757665,1.1285835592202769,1.8236345861976961,0.0,0.0,0.0,0.0,1.0,0.0,Australia
74.74,15184200,19477.00928,AUS,Oceania,1982,0.16980499111133532,1.244536057402632,1.9644168350877238,0.0,0.0,0.0,0.0,1.0,0.0,Australia
76.32,16257249,21888.88903,AUS,Oceania,1987,0.19109593276226605,1.4892513199413921,2.261534754390671,0.0,0.0,0.0,0.0,1.0,0.0,Australia
77.56,17481977,23424.76683,AUS,Oceania,1992,0.20465394062843764,1.6450852660800641,2.4507385553843104,0.0,0.0,0.0,0.0,1.0,0.0,Australia
78.83,18565243,26997.93657,AUS,Oceania,1997,0.23619620489066356,2.007627872534492,2.890915043646237,0.0,0.0,0.0,0.0,1.0,0.0,Australia
80.37,19546792,30687.75473,AUS,Oceania,2002,0.2687681866186517,2.3820059151150494,3.3454613759438683,0.0,0.0,0.0,0.0,1.0,0.0,Australia
81.235,20434176,34435.36744,AUS,Oceania,2007,0.3018503514898052,2.762247935149939,3.8071273817837032,0.0,0.0,0.0,0.0,1.0,0.0,Australia
66.8,6927772,6137.076492,AUT,Europe,1952,0.05204632979472286,-0.10896639414572301,0.32107907182994805,0.0,0.0,0.0,1.0,0.0,0.0,Austria
67.48,6965860,8842.59803,AUT,Europe,1957,0.07592940323604778,0.165542487765135,0.654370534640177,0.0,0.0,0.0,1.0,0.0,0.0,Austria
69.54,7129864,10750.72111,AUT,Europe,1962,0.09277341760246646,0.359145357260792,0.8894309929003915,0.0,0.0,0.0,1.0,0.0,0.0,Austria
70.14,7376998,12834.6024,AUT,Europe,1967,0.11116894289880692,0.5705810878281886,1.1461429923104538,0.0,0.0,0.0,1.0,0.0,0.0,Austria
70.63,7544201,16661.6256,AUT,Europe,1972,0.1449521062791364,0.9588802918535659,1.6175915254755533,0.0,0.0,0.0,1.0,0.0,0.0,Austria
72.17,7568430,19749.4223,AUT,Europe,1977,0.17220972530829262,1.2721757536637233,1.9979752202822725,0.0,0.0,0.0,1.0,0.0,0.0,Austria
73.18,7574613,21597.08362,AUT,Europe,1982,0.18852001165436844,1.4596440240061865,2.225587433111265,0.0,0.0,0.0,1.0,0.0,0.0,Austria
74.94,7578903,23687.82607,AUT,Europe,1987,0.20697610404872346,1.6717759047737413,2.4831446544206384,0.0,0.0,0.0,1.0,0.0,0.0,Austria
76.04,7914969,27042.01868,AUT,Europe,1992,0.23658534105379936,2.0121005520376523,2.8963454905006802,0.0,0.0,0.0,1.0,0.0,0.0,Austria
77.51,8069876,29095.92066,AUT,Europe,1997,0.25471622308177405,2.2204945079405447,3.149364357942062,0.0,0.0,0.0,1.0,0.0,0.0,Austria
78.98,8148312,32417.60769,AUT,Europe,2002,0.28403851609343167,2.5575210589607784,3.5585608524725987,0.0,0.0,0.0,1.0,0.0,0.0,Austria
79.829,8199783,36126.4927,AUT,Europe,2007,0.3167788110181358,2.9338336711248894,4.015456017791306,0.0,0.0,0.0,1.0,0.0,0.0,Austria
50.939,120447,9867.084765,BHR,Asia,1952,0.08497309096427617,0.26948943633211986,0.7805763983681138,0.0,0.0,1.0,0.0,0.0,0.0,Bahrain
53.832,138655,11635.79945,BHR,Asia,1957,0.10058647349525823,0.44894758655537853,0.9984632258717518,0.0,0.0,1.0,0.0,0.0,0.0,Bahrain
56.923,171863,12753.27514,BHR,Asia,1962,0.1104510240443159,0.5623294236303952,1.1361243393184006,0.0,0.0,1.0,0.0,0.0,0.0,Bahrain
59.923,202182,14804.6727,BHR,Asia,1967,0.12855979822877583,0.7704692749089557,1.388834688866442,0.0,0.0,1.0,0.0,0.0,0.0,Bahrain
63.3,230800,18268.65839,BHR,Asia,1972,0.15913823697782586,1.1219337986103792,1.8155608640449452,0.0,0.0,1.0,0.0,0.0,0.0,Bahrain
65.593,297410,19340.10196,BHR,Asia,1977,0.1685964375913245,1.2306451033626233,1.9475513101560837,0.0,0.0,1.0,0.0,0.0,0.0,Bahrain
69.052,377967,19211.14731,BHR,Asia,1982,0.16745808650696128,1.2175610468169586,1.931665469540506,0.0,0.0,1.0,0.0,0.0,0.0,Bahrain
70.75,454612,18524.02406,BHR,Asia,1987,0.16139248517557322,1.14784382873416,1.8470191971280117,0.0,0.0,1.0,0.0,0.0,0.0,Bahrain
72.601,529491,19035.57917,BHR,Asia,1992,0.16590825342572976,1.1997474707157696,1.9100373429920376,0.0,0.0,1.0,0.0,0.0,0.0,Bahrain
73.925,598561,20292.01679,BHR,Asia,1997,0.17699949462689424,1.327228727624152,2.0648170874582976,0.0,0.0,1.0,0.0,0.0,0.0,Bahrain
74.795,656397,23403.55927,BHR,Asia,2002,0.20446673024926404,1.642933494784996,2.4481260096714936,0.0,0.0,1.0,0.0,0.0,0.0,Bahrain
75.635,708573,29796.04834,BHR,Asia,2007,0.2608966214134411,2.29153118753531,3.235612637744569,0.0,0.0,1.0,0.0,0.0,0.0,Bahrain
37.484,46886859,684.2441716,BGD,Asia,1952,0.003911287089569029,-0.6622241976769822,-0.3506518440024477,0.0,0.0,1.0,0.0,0.0,0.0,Bangladesh
39.348,51365468,661.6374577,BGD,Asia,1957,0.0037117256369036604,-0.6645179305743943,-0.3534367505867187,0.0,0.0,1.0,0.0,0.0,0.0,Bangladesh
41.216,56839289,686.3415538,BGD,Asia,1962,0.0039298017945579074,-0.6620113921108186,-0.3503934688345949,0.0,0.0,1.0,0.0,0.0,0.0,Bangladesh
43.453,62821884,721.1860862,BGD,Asia,1967,0.004237392961232931,-0.6584759799932343,-0.3461009932392539,0.0,0.0,1.0,0.0,0.0,0.0,Bangladesh
45.252,70759295,630.2336265,BGD,Asia,1972,0.00343450736443594,-0.6677042406700079,-0.3573053684082685,0.0,0.0,1.0,0.0,0.0,0.0,Bangladesh
46.923,80428306,659.8772322,BGD,Asia,1977,0.0036961871929107617,-0.6646965273909894,-0.3536535916369676,0.0,0.0,1.0,0.0,0.0,0.0,Bangladesh
50.009,93074406,676.9818656,BGD,Asia,1982,0.003847178863071748,-0.662961049138763,-0.35154648282018364,0.0,0.0,1.0,0.0,0.0,0.0,Bangladesh
52.819,103764241,751.9794035,BGD,Asia,1987,0.004509221903730126,-0.6553516141422797,-0.34230758423343116,0.0,0.0,1.0,0.0,0.0,0.0,Bangladesh
56.018,113704579,837.8101643,BGD,Asia,1992,0.0052668955481345765,-0.646643013656259,-0.33173414786659533,0.0,0.0,1.0,0.0,0.0,0.0,Bangladesh
59.412,123315288,972.7700352,BGD,Asia,1997,0.0064582579021445746,-0.6329496526006381,-0.31510852794039357,0.0,0.0,1.0,0.0,0.0,0.0,Bangladesh
62.013,135656790,1136.39043,BGD,Asia,2002,0.007902621900220785,-0.6163483241678347,-0.2949522364592355,0.0,0.0,1.0,0.0,0.0,0.0,Bangladesh
64.062,150448339,1391.253792,BGD,Asia,2007,0.010152435958861993,-0.5904892594514694,-0.26355578237648375,0.0,0.0,1.0,0.0,0.0,0.0,Bangladesh
68.0,8730405,8343.105127,BEL,Europe,1952,0.07152011448405798,0.11486270702818407,0.5928383243191823,0.0,0.0,0.0,1.0,0.0,0.0,Belgium
69.24,8989111,9714.960623,BEL,Africa,1957,0.0836302104864995,0.25405454603627764,0.7618363228951198,0.0,0.0,0.0,0.0,0.0,1.0,Belgium
70.25,9218400,10991.20676,BEL,Africa,1962,0.09489631197231892,0.38354562388957153,0.9190562658644422,0.0,0.0,0.0,0.0,0.0,1.0,Belgium
70.94,9556500,13149.04119,BEL,Africa,1967,0.11394466085517654,0.6024848222690206,1.184878505153885,0.0,0.0,0.0,0.0,0.0,1.0,Belgium
71.44,9709100,16672.14356,BEL,Africa,1972,0.1450449538900701,0.9599474699924314,1.618887226221211,0.0,0.0,0.0,0.0,0.0,1.0,Belgium
72.8,9821800,19117.97448,BEL,Africa,1977,0.16663560052399215,1.208107501898341,1.9201875683784904,0.0,0.0,0.0,0.0,0.0,1.0,Belgium
73.93,9856303,20979.84589,BEL,Africa,1982,0.18307132687056735,1.397017562987233,2.1495503130795246,0.0,0.0,0.0,0.0,0.0,1.0,Belgium
75.35,9870200,22525.56308,BEL,Africa,1987,0.196716192250415,1.5538498378805083,2.3399662222157898,0.0,0.0,0.0,0.0,0.0,1.0,Belgium
76.46,10045622,25575.57069,BEL,Africa,1992,0.22364022694136707,1.8633111255033123,2.71569470326521,0.0,0.0,0.0,0.0,0.0,1.0,Belgium
77.53,10199787,27561.19663,BEL,Africa,1997,0.24116840015527397,2.064777626149073,2.9603026891346373,0.0,0.0,0.0,0.0,0.0,1.0,Belgium
78.32,10311970,30485.88375,BEL,Africa,2002,0.26698616441949513,2.361523588054732,3.320593019407749,0.0,0.0,0.0,0.0,0.0,1.0,Belgium
79.441,10392226,33692.60508,BEL,Africa,2007,0.2952935942272312,2.68688543586642,3.7156269630999996,0.0,0.0,0.0,0.0,0.0,1.0,Belgium
38.223,1738315,1062.7522,BEN,Africa,1952,0.007252578191280562,-0.6238198404353186,-0.30402368277771463,1.0,0.0,0.0,0.0,0.0,0.0,Benin
40.358,1925173,959.6010805,BEN,Africa,1957,0.006342008555085937,-0.6342858071940716,-0.3167308030226645,1.0,0.0,0.0,0.0,0.0,0.0,Benin
42.618,2151895,949.4990641,BEN,Africa,1962,0.006252832698897773,-0.6353107826703558,-0.3179752639430451,1.0,0.0,0.0,0.0,0.0,0.0,Benin
44.885,2427334,1035.831411,BEN,Africa,1967,0.007014934109814221,-0.6265512900226727,-0.3073400375062925,1.0,0.0,0.0,0.0,0.0,0.0,Benin
47.014,2761407,1085.796879,BEN,Africa,1972,0.00745600579415066,-0.6214816705196722,-0.3011848235537072,1.0,0.0,0.0,0.0,0.0,0.0,Benin
49.19,3168267,1029.161251,BEN,Africa,1977,0.006956053070093077,-0.6272280608921887,-0.3081617302381203,1.0,0.0,0.0,0.0,0.0,0.0,Benin
50.904,3641603,1277.897616,BEN,Africa,1982,0.009151780876871012,-0.6019906563889535,-0.27752005698563814,1.0,0.0,0.0,0.0,0.0,0.0,Benin
52.337,4243788,1225.85601,BEN,Africa,1987,0.00869238202136558,-0.6072709259692378,-0.28393102904670536,1.0,0.0,0.0,0.0,0.0,0.0,Benin
53.919,4981671,1191.207681,BEN,Africa,1992,0.008386522846155353,-0.6107864308063942,-0.2881993344710549,1.0,0.0,0.0,0.0,0.0,0.0,Benin
54.777,6066080,1232.975292,BEN,Africa,1997,0.008755227699164618,-0.606548586074922,-0.28305400926378665,1.0,0.0,0.0,0.0,0.0,0.0,Benin
54.406,7026113,1372.877931,BEN,Africa,2002,0.00999022248850278,-0.592353719588419,-0.26581949290588314,1.0,0.0,0.0,0.0,0.0,0.0,Benin
56.728,8078314,1441.284873,BEN,Africa,2007,0.010594086843946124,-0.5854129826918122,-0.2573924856005158,1.0,0.0,0.0,0.0,0.0,0.0,Benin
40.414,2883315,2677.326347,BOL,Americas,1952,0.021505280447634053,-0.460001169014656,-0.105125329276894,0.0,1.0,0.0,0.0,0.0,0.0,Bolivia
41.89,3211738,2127.686326,BOL,Americas,1957,0.016653316490422936,-0.5157689999112107,-0.172835130897455,0.0,1.0,0.0,0.0,0.0,0.0,Bolivia
43.428,3593918,2180.972546,BOL,Americas,1962,0.017123702213765347,-0.5103624487276377,-0.16627083563608508,0.0,1.0,0.0,0.0,0.0,0.0,Bolivia
45.032,4040665,2586.886053,BOL,Americas,1967,0.02070691600908896,-0.469177464097482,-0.11626661108185414,0.0,1.0,0.0,0.0,0.0,0.0,Bolivia
46.714,4565872,2980.331339,BOL,Americas,1972,0.024180066205345536,-0.4292575358928825,-0.0677983386748766,0.0,1.0,0.0,0.0,0.0,0.0,Bolivia
50.023,5079716,3548.097832,BOL,Americas,1977,0.029192042143953826,-0.37165054848183676,0.0021444514041442765,0.0,1.0,0.0,0.0,0.0,0.0,Bolivia
53.859,5642224,3156.510452,BOL,Americas,1982,0.025735292669266774,-0.4113819689656172,-0.04609494675444655,0.0,1.0,0.0,0.0,0.0,0.0,Bolivia
57.251,6156369,2753.69149,BOL,Americas,1987,0.022179396063795258,-0.45225297343481624,-0.0957179562951224,0.0,1.0,0.0,0.0,0.0,0.0,Bolivia
59.957,6893451,2961.699694,BOL,Americas,1992,0.02401559479396781,-0.43114794850474836,-0.07009355907116342,0.0,1.0,0.0,0.0,0.0,0.0,Bolivia
62.05,7693188,3326.143191,BOL,Americas,1997,0.02723273081813658,-0.39417061327528724,-0.02519799844790683,0.0,1.0,0.0,0.0,0.0,0.0,Bolivia
63.883,8445134,3413.26269,BOL,Americas,2002,0.02800178083809189,-0.38533125423591963,-0.014465803248873726,0.0,1.0,0.0,0.0,0.0,0.0,Bolivia
65.554,9119152,3822.137084,BOL,Americas,2007,0.031611131953218456,-0.3438458507148334,0.03590317107562708,0.0,1.0,0.0,0.0,0.0,0.0,Bolivia
53.82,2791000,973.5331948,BIH,Europe,1952,0.006464994716661943,-0.6328722205471234,-0.3150145147987981,0.0,0.0,0.0,1.0,0.0,0.0,Bosnia and Herzegovina
58.45,3076000,1353.989176,BIH,Europe,1957,0.009823481430801322,-0.5942702192144286,-0.2681463865181468,0.0,0.0,0.0,1.0,0.0,0.0,Bosnia and Herzegovina
61.93,3349000,1709.683679,BIH,Europe,1962,0.012963385445058173,-0.5581805784745706,-0.22432860885371061,0.0,0.0,0.0,1.0,0.0,0.0,Bosnia and Herzegovina
64.79,3585000,2172.352423,BIH,Europe,1967,0.017047607816514883,-0.5112370676480302,-0.16733274305907975,0.0,0.0,0.0,1.0,0.0,0.0,Bosnia and Herzegovina
67.45,3819000,2860.16975,BIH,Europe,1972,0.023119336133673382,-0.44144942680253896,-0.08260096774617083,0.0,0.0,0.0,1.0,0.0,0.0,Bosnia and Herzegovina
69.86,4086000,3528.481305,BIH,Europe,1977,0.029018876656847388,-0.37364088964826664,-0.0002720959739702933,0.0,0.0,0.0,1.0,0.0,0.0,Bosnia and Herzegovina
70.69,4172693,4126.613157,BIH,Europe,1982,0.03429890372307868,-0.3129529580899148,0.07341138320241002,0.0,0.0,0.0,1.0,0.0,0.0,Bosnia and Herzegovina
71.14,4338977,4314.114757,BIH,Europe,1987,0.03595407978442924,-0.2939285837319321,0.09650958503356417,0.0,0.0,0.0,1.0,0.0,0.0,Bosnia and Herzegovina
72.178,4256013,2546.781445,BIH,Europe,1992,0.020352891365504864,-0.47324657644677476,-0.12120707201628521,0.0,0.0,0.0,1.0,0.0,0.0,Bosnia and Herzegovina
73.244,3607000,4766.355904,BIH,Europe,1997,0.03994625222707568,-0.2480430825916141,0.15222088184254406,0.0,0.0,0.0,1.0,0.0,0.0,Bosnia and Herzegovina
74.09,4165416,6018.975239,BIH,Europe,2002,0.051003787401585385,-0.12094923828795336,0.3065302542288919,0.0,0.0,0.0,1.0,0.0,0.0,Bosnia and Herzegovina
74.852,4552198,7446.298803,BIH,Europe,2007,0.06360352945676974,0.02387052757807649,0.48236132852177355,0.0,0.0,0.0,1.0,0.0,0.0,Bosnia and Herzegovina
47.622,442308,851.2411407,BWA,Africa,1952,0.005385457899697679,-0.6452802736954969,-0.3300795944991752,1.0,0.0,0.0,0.0,0.0,0.0,Botswana
49.618,474639,918.2325349,BWA,Africa,1957,0.005976826463999734,-0.638483161766724,-0.3218269676192872,1.0,0.0,0.0,0.0,0.0,0.0,Botswana
51.52,512764,983.6539764,BWA,Africa,1962,0.006554336223222299,-0.6318453411074079,-0.3137677422054665,1.0,0.0,0.0,0.0,0.0,0.0,Botswana
53.298,553541,1214.709294,BWA,Africa,1967,0.008593984047770299,-0.6084018992411785,-0.2853041858406877,1.0,0.0,0.0,0.0,0.0,0.0,Botswana
56.024,619351,2263.611114,BWA,Africa,1972,0.017853196679401318,-0.5019777359889752,-0.1560906434526501,1.0,0.0,0.0,0.0,0.0,0.0,Botswana
59.319,781472,3214.857818,BWA,Africa,1977,0.026250355812440267,-0.40546190143773353,-0.03890717216380723,1.0,0.0,0.0,0.0,0.0,0.0,Botswana
61.484,970347,4551.14215,BWA,Africa,1982,0.03804644628571738,-0.2698792003798505,0.12570883753608292,1.0,0.0,0.0,0.0,0.0,0.0,Botswana
63.622,1151184,6205.88385,BWA,Africa,1987,0.05265372883455173,-0.10198503005509268,0.3295554061255086,1.0,0.0,0.0,0.0,0.0,0.0,Botswana
62.745,1342614,7954.111645,BWA,Africa,1992,0.06808626272264476,0.0753944698270978,0.5449184667913561,1.0,0.0,0.0,0.0,0.0,0.0,Botswana
52.556,1536536,8647.142313,BWA,Africa,1997,0.07420401196561326,0.1457110690966229,0.6302924702379591,1.0,0.0,0.0,0.0,0.0,0.0,Botswana
46.634,1630347,11003.60508,BWA,Africa,2002,0.0950057585181882,0.3848035879874249,0.9205836069523435,1.0,0.0,0.0,0.0,0.0,0.0,Botswana
50.728,1639131,12569.85177,BWA,Africa,2007,0.10883184868199235,0.5437188365373636,1.113528532024967,1.0,0.0,0.0,0.0,0.0,0.0,Botswana
50.917,56602560,2108.944355,BRA,Africa,1952,0.016487871172933773,-0.5176706064708905,-0.17514394228291322,0.0,0.0,0.0,0.0,0.0,1.0,Brazil
