text,label
"write details about the data provided",analysis
"the method mentioned in the document, is it widely used?",search
"the library used in the document, is it famous or are there better alternatives?",search
"what is the data about?",analysis
"what is the docu about?",analysis
"what is the file about",analysis
"i provided a folder, analyze it",analysis
"What are the best practices for SEO optimization?",search
"How can I improve my website's visibility on search engines?",search
"Please analyze the sales data for the past quarter and provide insights on the trends in the given data.",analysis
"I need you to analyze the customer feedback from the survey and identify common themes. The file is given.",analysis
"Could you analyze the financial statements and highlight any areas of concern?",analysis
"Please analyze the sales data for the past quarter and provide insights on the trends.",search
"I need you to analyze the customer feedback from the survey and identify common themes from the given pdf/document",analysis
"Could you analyze the financial statements and highlight any areas of concern?",search
"Extract the customer names and their purchase amounts from the provided spreadsheet.",analysis
"Identify the top 10 products based on sales volume in the given dataset.",analysis
"Analyze the trends in website traffic over the past year using the provided web analytics data.",analysis
"Examine the employee performance reviews and identify areas for improvement.",analysis
"Analyze the survey results to understand customer satisfaction levels with our new product.",analysis
"Compare the financial performance of the company over the last two quarters using the provided reports.",analysis
"Identify any recurring patterns in the customer complaints data.",analysis
"Calculate the average resolution time for customer support tickets based on the provided data.",analysis
"Analyze the results of the A/B test and determine the most effective design for our website.",analysis
"Extract key information from the research paper and summarize the findings.",analysis
"Count the number of people in the image.",vision
"Describe the scene and the objects present in the picture.",vision
"Is there a logo in the image? If so, identify the brand.",vision
"Extract the text from the scanned document using OCR.",vision
"Analyze the emotions expressed by the people in the photo.",vision
"Compare the two product images and highlight the differences.",vision
"Is the image suitable for a marketing campaign? Why or why not?",vision
"Detect any objects in the image that are out of place or unusual.",vision
"Estimate the age and gender of the person in the picture.",vision
"Generate a caption for the image based on its content.",vision
"Research the current market trends for electric vehicles.",search
"Find information about the history of artificial intelligence.",search
"What are the most popular tourist destinations in Europe?",search
"Look up the definition of 'quantum computing'.",search
"Search for recipes that are suitable for vegans.",search
"Find the latest news articles about climate change.",search
"Explore different investment options for retirement planning.",search
"Investigate the causes of the recent stock market volatility.",search
"Where can I find information about the company's environmental policies?",search
"Search for online courses on data analysis using Python.",search
"Summarize the main arguments presented in the research paper.", analysis
"Identify the strengths and weaknesses of the proposed business plan.", analysis
"Extract the key findings from the market research report.", analysis
"Analyze the customer reviews and categorize them based on sentiment.", analysis
"Compare the performance of different marketing campaigns and identify the most effective strategies.", analysis
"Calculate the ROI for each investment option based on the provided data.", analysis
"Analyze the user behavior on our website and suggest improvements to the user interface.", analysis
"Extract the contact information of potential clients from the provided list of leads.", analysis
"Analyze the competitor's product and identify its key features and advantages.", analysis
"Generate a report on the company's financial health, including key ratios and metrics.", analysis
"Identify the breed of the dog in the picture.", vision
"Estimate the size and dimensions of the object in the image.", vision
"Is the image a photograph or a computer-generated graphic?", vision
"Extract the color palette used in the image.", vision
"Describe the architectural style of the building in the picture.", vision
"Is the person in the image wearing glasses? Describe their clothing.", vision
"Detect any signs of damage or wear and tear on the object in the picture.", vision
"Identify the emotions displayed on the faces of the people in the image.", vision
"Is the image suitable for use on a social media platform? Explain why or why not.", vision
"Generate a 3D model of the object based on the provided image.", vision
"What are the health benefits of a plant-based diet?", search
"Find the latest research on renewable energy sources.", search
"Explore different travel destinations for a family vacation.", search
"Look up the history and cultural significance of the Eiffel Tower.", search
"Search for DIY projects for home improvement.", search
"Find reviews and ratings for local restaurants.", search
"Investigate the current political landscape in the United States.", search
"Research different career paths in the field of data science.", search
"What are the ethical considerations of artificial intelligence?", search
"Search for information about upcoming cultural events in my city.", search
"Give a detailed explanation of the contents of the uploaded PDF.",analysis
"Can you summarize the key points from the market research report I just uploaded?",analysis
"Analyze the sales figures for the last quarter and identify any trends or patterns.",analysis
"Extract all the email addresses from the contact list I provided.",analysis
"Is there a table in the document that shows the population growth over time?",analysis
"Analyze the sentiment of the customer reviews to understand their overall satisfaction.",analysis
"Can you identify the objects present in this image?",vision
"Extract the text from this scanned document using OCR.",vision
"Describe the scene and the people in this photograph.",vision
"Is there a cat in this picture?",vision
"Analyze the emotions expressed by the person in this image.",vision
"What is the capital of Australia?",search
"Who wrote the Harry Potter series?",search
"Find the latest news on the COVID-19 pandemic.",search
"What is the weather forecast for London tomorrow?",search
"Search for recipes for gluten-free desserts.",search
"What are the best restaurants in New York City?",search
"Find information on the history of the Roman Empire.",search
"What are the symptoms of the flu?",search
"Can you translate this sentence into Spanish?",search
"Search for online courses on digital marketing.",search
"How can I improve my credit score?",search
"What are the benefits of meditation?",search
"Find the lyrics to the song 'Imagine' by John Lennon.",search
"What is the meaning of life?",search
"Can you tell me a joke?",search
"What is the airspeed velocity of an unladen swallow?",search
"Analyze the data in this spreadsheet and tell me the average sales per month.",analysis
"Extract the phone numbers from this list of contacts.",analysis
"Summarize the key findings of this research paper.",analysis
"Can you identify any outliers in this dataset?",analysis
"Compare the two graphs and tell me the main differences.",vision
"Describe the colors and shapes in this abstract painting.",vision
"Is this image suitable for a children's book? Why or why not?",vision
"Generate a caption for this image based on its content.",vision
"What is the architectural style of this building?",vision
"Find information about the life of Albert Einstein.",search
"What are the different types of renewable energy?",search
"Search for reviews of the latest iPhone model.",search
"How do I make a reservation at this restaurant?",search
"Can you book a flight from London to Paris for next week?",search
"What are the best places to visit in Tokyo?",search
"Find information on the history of the French Revolution.",search
"What are the side effects of this medication?",search
"Can you convert US dollars to euros?",search
"Search for images of the Great Wall of China.",search
"What are the benefits of yoga?",search
"Find the opening hours of the local library.",search
"Analyze the data in this chart and tell me the main trends.",analysis
"Extract the names of the participants from this attendance sheet.",analysis
"Can you create a summary of this meeting transcript?",analysis
"Is there a significant correlation between these two variables?",analysis
"Compare the performance of these two investment portfolios.",analysis
"Describe the objects and their spatial relationships in this image.",vision
"Is there a stop sign in this picture?",vision
"Analyze the demographics of the people in this image.",vision
"Can you identify the breed of this cat?",vision
"Generate a 3D model of this object based on the image.",vision
"What are the causes of climate change?",search
"Find information on the latest advancements in artificial intelligence.",search
"Search for DIY projects for building a bookshelf.",search
"How do I change a tire on a car?",search
"What are the best ways to save money on groceries?",search
"Find the definition of the word 'serendipity'.",search
"Search for quotes about happiness.",search
"What are the health benefits of drinking water?",search
"Find information on the history of the Olympics.",search
"Can you tell me a story?",search
"Analyze the sales data and identify the top-selling products.",analysis
"Extract the dates and times from these appointment reminders.",analysis
"Summarize the main points of this news article.",analysis
"Is there a pattern in the customer complaints data?",analysis
"Compare the performance of our marketing campaigns on different social media platforms.",analysis
"Describe the landscape in this photograph.",vision
"Is there a river in this image?",vision
"Analyze the colors and textures in this piece of art.",vision
"Can you identify the make and model of this car?",vision
"Estimate the height of the mountain in this picture.",vision
"What are the benefits of mindfulness meditation?",search
"Find information on the history of the internet.",search
"Search for online tutorials on how to play the guitar.",search
"How do I get a passport?",search
"What are the best places to go hiking near me?",search
"Find the lyrics to the song 'Bohemian Rhapsody' by Queen.",search
"Search for information on the life of Nelson Mandela.",search
"What are the different types of clouds?",search
"Can you tell me a riddle?",search
"What is the meaning of the universe?",search
"Analyze the customer feedback and identify areas for improvement.",analysis
"Extract the key performance indicators from this business report.",analysis
"Can you generate a chart that shows the sales trends over time?",analysis
"Identify any duplicate entries in this database.",analysis
"Compare the two versions of this document and highlight the changes.",analysis
"Describe the clothing and accessories worn by the people in this image.",vision
"Is there a dog in this picture?",vision
"Analyze the body language of the person in this photo.",vision
"Can you identify the type of flower in this image?",vision
"Estimate the age of the person in this picture.",vision
"What are the causes of poverty?",search
"Find information on the latest technological advancements.",search
"Search for tips on how to improve my sleep quality.",search
"How do I make a pizza from scratch?",search
"What are the best books to read on personal finance?",search
"Find the definition of the word 'epiphany'.",search
"Search for quotes about love.",search
"What are the health benefits of exercise?",search
"Find information on the history of the United States.",search
"Can you tell me a poem?",search
"Analyze the data from this experiment and draw conclusions.",analysis
"Extract the names and addresses of the customers from this invoice.",analysis
"Summarize the main points of this contract.",analysis
"Is there a statistically significant difference between these two groups?",analysis
"Compare the financial performance of these two companies.",analysis
"Describe the setting and atmosphere of this scene.",vision
"Is there a bird in this image?",vision
"Analyze the facial expressions of the people in this photo.",vision
"Can you identify the brand of this logo?",vision
"Generate a sketch of this object based on the image.",vision
"What are the benefits of a healthy diet?",search
"Find information on the latest medical research.",search
"Search for tips on how to reduce stress.",search
"How do I fix a leaky faucet?",search
"What are the best places to travel on a budget?",search
"Find the definition of the word 'sonder'.",search
"Search for quotes about friendship.",search
"What are the health benefits of laughter?",search
"Find information on the history of the Earth.",search
"Can you tell me a joke?",search
"Analyze the data and identify any seasonal trends.",analysis
"Extract the product names and their prices from this online store page.",analysis
"Summarize the key points of this academic paper.",analysis
"Is there a correlation between the amount of sleep and productivity?",analysis
"Compare the nutritional value of these two food products.",analysis
"Describe the emotions conveyed by the person in this image.",vision
"Is there a bicycle in this picture?",vision
"Analyze the fashion style of the people in this photo.",vision
"Can you identify the species of this bird?",vision
"Estimate the weight of the object in this image.",vision
"What are the causes of air pollution?",search
"Find information on the latest developments in space exploration.",search
"Search for online courses on how to learn a new language.",search
"How do I bake a cake?",search
"What are the best places to go camping?",search
"Find the definition of the word 'ubiquitous'.",search
"Search for quotes about perseverance.",search
"What are the health benefits of yoga?",search
"Find information on the history of music.",search
"Can you write a poem?",search
"Analyze the customer survey results and identify areas for improvement.",analysis
"Extract the contact information from these business cards.",analysis
"Summarize the key findings of this marketing report.",analysis
"Is there a statistically significant difference between the two treatment groups?",analysis
"Compare the performance of these two investment strategies.",analysis
"Describe the scene and the objects present in this image.",vision
"Is there a boat in this picture?",vision
"Analyze the lighting and shadows in this photograph.",vision
"Can you identify the type of fruit in this image?",vision
"Estimate the distance between the camera and the object in this picture.",vision
"What are the effects of climate change?",search
"Find information on the latest scientific discoveries.",search
"Search for DIY projects for home decoration.",search
"How do I change a flat tire?",search
"What are the best ways to invest money?",search
"Find the definition of the word 'sonder'.",search
"Search for quotes about kindness.",search
"What are the health benefits of meditation?",search
"Find information on the history of art.",search
"Can you tell me a story?",search
"Analyze the financial data and identify any areas of concern.",analysis
"Extract the dates and events from this calendar.",analysis
"Summarize the main arguments of this legal document.",analysis
"Is there a trend in the stock market data?",analysis
"Compare the features of these two software programs.",analysis
"Describe the architectural style of this building.",vision
"Is there a bridge in this picture?",vision
"Analyze the composition of this painting.",vision
"Can you identify the brand of this watch?",vision
"Generate a 3D model of this piece of furniture based on the image.",vision
"What are the causes of inflation?",search
"Find information on the latest advancements in robotics.",search
"Search for online tutorials on how to play the piano.",search
"How do I create a website?",search
"What are the best places to go stargazing?",search
"Find the definition of the word 'serendipity'.",search
"Search for quotes about courage.",search
"What are the health benefits of running?",search
"Find information on the history of literature.",search
"Can you write a song?",search
"Analyze the sales data and identify the most profitable products.",analysis
"Extract the names and email addresses from this list of contacts.",analysis
"Summarize the key points of this business proposal.",analysis
"Is there a relationship between exercise and mental health?",analysis
"Compare the fuel efficiency of these two cars.",analysis
"Describe the facial expressions of the people in this image.",vision
"Is there a cat in this picture?",vision
"Analyze the use of color in this advertisement.",vision
"Can you identify the type of animal in this image?",vision
"Estimate the speed of the car in this picture.",vision
"What are the effects of social media?",search
"Find information on the latest trends in fashion.",search
"Search for DIY projects for gardening.",search
"How do I make a reservation at a hotel?",search
"What are the best places to visit in Europe?",search
"Find the definition of the word 'nostalgia'.",search
"Search for quotes about success.",search
"What are the health benefits of sleep?",search
"Find information on the history of science.",search
"Can you tell me a bedtime story?",search
"Analyze the data from this survey and identify the main demographics of the respondents.",analysis
"Extract the key dates and deadlines from this project plan.",analysis
"Summarize the main findings of this scientific study.",analysis
"Is there a difference in academic performance between boys and girls?",analysis
"Compare the effectiveness of these two teaching methods.",analysis
"Describe the landscape and the natural features in this image.",vision
"Is there a mountain in this picture?",vision
"Analyze the perspective and depth of field in this photograph.",vision
"Can you identify the type of plant in this image?",vision
"Estimate the time of day based on the lighting in this picture.",vision
"What are the causes of homelessness?",search
"Find information on the latest developments in technology.",search
"Search for online tutorials on how to play the violin.",search
"How do I write a resume?",search
"What are the best places to volunteer?",search
"Find the definition of the word 'epiphany'.",search
"Search for quotes about hope.",search
"What are the health benefits of a vegetarian diet?",search
"Find information on the history of philosophy.",search
"Can you create a piece of music?",search
"Analyze the data and identify any outliers or anomalies.",analysis
"Extract the names and job titles of the employees from this company directory.",analysis
"Summarize the main points of this news report.",analysis
"Is there a correlation between income and happiness?",analysis
"Compare the environmental impact of these two modes of transportation.",analysis
"Describe the clothing and hairstyles of the people in this image.",vision
"Is there a dog in this picture?",vision
"Analyze the use of symbolism in this painting.",vision
"Can you identify the type of food in this image?",vision
"Estimate the age of the tree in this picture.",vision
"What are the effects of globalization?",search
"Find information on the latest trends in education.",search
"Search for DIY projects for woodworking.",search
"How do I change the oil in my car?",search
"What are the best ways to learn a new skill?",search
"Find the definition of the word 'sonder'.",search
"Search for quotes about creativity.",search
"What are the health benefits of laughter?",search
"Find information on the history of mathematics.",search
"Can you tell me a joke?",search
"Analyze the data and identify any patterns or trends.",analysis
"Extract the product descriptions from this online shopping website.",analysis
"Summarize the main arguments presented in this essay.",analysis
"Is there a statistically significant difference between the two groups of students?",analysis
"Compare the effectiveness of these two marketing strategies.",analysis
"Describe the setting and atmosphere of this scene.",vision
"Is there a cat in this picture?",vision
"Analyze the body language of the people in this image.",vision
"Can you identify the type of flower in this picture?",vision
"Estimate the height of the building in this image.",vision
"What are the causes of poverty?",search
"Find information on the latest developments in artificial intelligence.",search
"Search for online tutorials on how to play the guitar.",search
"How do I get a passport?",search
"What are the best places to go hiking near me?",search
"Find the lyrics to the song 'Imagine' by John Lennon.",search
"Search for information on the life of Nelson Mandela.",search
"What are the different types of clouds?",search
"Can you tell me a riddle?",search
"What is the meaning of the universe?",search
"Analyze the customer feedback and identify areas for improvement.",analysis
"Extract the key performance indicators from this business report.",analysis
"Can you generate a chart that shows the sales trends over time?",analysis
"Identify any duplicate entries in this database.",analysis
"Compare the two versions of this document and highlight the changes.",analysis
"Describe the clothing and accessories worn by the people in this image.",vision
"Is there a dog in this picture?",vision
"Analyze the body language of the person in this photo.",vision
"Can you identify the breed of this cat?",vision
"Generate a 3D model of this object based on the image.",vision
"What are the causes of climate change?",search
"Find information on the latest advancements in artificial intelligence.",search
"Search for DIY projects for building a bookshelf.",search
"How do I change a tire on a car?",search
"What are the best ways to save money on groceries?",search
"Find the definition of the word 'serendipity'.",search
"Search for quotes about kindness.",search
"What are the health benefits of meditation?",search
"Find information on the history of art.",search
"Can you tell me a story?",search
"Analyze the financial data and identify any areas of concern.",analysis
"Extract the dates and events from this calendar.",analysis
"Summarize the main arguments of this legal document.",analysis
"Is there a trend in the stock market data?",analysis
"Compare the features of these two software programs.",analysis
"Describe the architectural style of this building.",vision
"Is there a bridge in this picture?",vision
"Analyze the composition of this painting.",vision
"Can you identify the brand of this watch?",vision
"Generate a 3D model of this piece of furniture based on the image.",vision
"What are the causes of inflation?",search
"Find information on the latest advancements in robotics.",search
"Search for online tutorials on how to play the piano.",search
"How do I create a website?",search
"What are the best places to go stargazing?",search
"Find the definition of the word 'serendipity'.",search
"Search for quotes about courage.",search
"What are the health benefits of running?",search
"Find information on the history of literature.",search
"Can you write a song?",search
"Analyze the sales data and identify the most profitable products.",analysis
"Extract the names and email addresses from this list of contacts.",analysis
"Summarize the key points of this business proposal.",analysis
"Is there a relationship between exercise and mental health?",analysis
"Compare the fuel efficiency of these two cars.",analysis
"Describe the facial expressions of the people in this image.",vision
"Is there a cat in this picture?",vision
"Analyze the use of color in this advertisement.",vision
"Can you identify the type of animal in this image?",vision
"Estimate the speed of the car in this picture.",vision
"What are the effects of social media?",search
"Find information on the latest trends in fashion.",search
"Search for DIY projects for gardening.",search
"How do I make a reservation at a hotel?",search
"What are the best places to visit in Europe?",search
"Find the definition of the word 'nostalgia'.",search
"Search for quotes about success.",search
"What are the health benefits of sleep?",search
"Find information on the history of science.",search
"Can you tell me a bedtime story?",search
"Analyze the data from this experiment and draw conclusions.",analysis
"Extract the names and addresses of the customers from this invoice.",analysis
"Summarize the main points of this contract.",analysis
"Is there a statistically significant difference between these two groups?",analysis
"Compare the performance of these two investment portfolios.",analysis
"Analyze the data and identify any seasonal trends.",analysis
"Extract the product names and their prices from this online store page.",analysis
"Summarize the key points of this academic paper.",analysis
"Is there a correlation between the amount of sleep and productivity?",analysis
"Compare the nutritional value of these two food products.",analysis
"Analyze the customer survey results and identify areas for improvement.",analysis
"Extract the contact information from these business cards.",analysis
"Summarize the key findings of this marketing report.",analysis
"Is there a statistically significant difference between the two treatment groups?",analysis
"Compare the performance of these two investment strategies.",analysis
"Analyze the financial data and identify any areas of concern.",analysis
"Extract the dates and events from this calendar.",analysis
"Summarize the main arguments of this legal document.",analysis
"Is there a trend in the stock market data?",analysis
"Compare the features of these two software programs.",analysis
"Analyze the sales data and identify the most profitable products.",analysis
"Extract the names and email addresses from this list of contacts.",analysis
"Summarize the key points of this business proposal.",analysis
