mode,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
1,afropop,0.436659746365678,0.6258032134839117,309968.9752713153,0.5345246397821523,0.1513956875250823,0.15988403483848093,-11.091498759690776,0.07708472101705903,116.54245898097493,0.6484711262788878,41.38034148461422,7
0,afroswing,0.31845,0.71175,179995.375,0.5801875,0.000257895,0.18995,-7.0166875,0.1955625,83.250125,0.676625,77.3125,11
1,aggrotech,0.01186776,0.6013333333333334,236315.0,0.7123333333333334,0.25199999999999995,0.25966666666666666,-6.408000000000001,0.03423333333333333,116.72133333333332,0.4433333333333333,55.66666666666666,1
1,alabama indie,0.3232776022727273,0.557375,242200.63636363635,0.6261477272727273,0.057432373863636366,0.11927954545454544,-8.763204545454546,0.048718181818181834,120.2792840909091,0.5246704545454546,47.63636363636364,7
1,alabama metal,0.002748,0.4065,199820.0,0.8659999999999999,1.105e-06,0.1406,-3.6660000000000004,0.0741,110.375,0.446,49.5,6
1,alabama rap,0.14077273406414376,0.6861151282409347,224676.31951077594,0.6118896802122609,0.00047073708900060505,0.16230897034864772,-6.678095261369454,0.16944651957361634,114.11048540706604,0.4694354280128474,53.22484522645813,2
1,alaska indie,0.13386666666666666,0.7396666666666668,186644.3333333333,0.4646666666666666,7.75e-05,0.0832,-9.337,0.04723333333333333,134.41466666666668,0.7393333333333333,56.33333333333334,6
0,albanian pop,0.00287,0.6829999999999999,187106.0,0.665,0.0,0.0839,-8.405,0.0499,127.968,0.667,42.0,8
1,albany ny indie,0.0005639999999999999,0.852,215427.0,0.251,0.7559999999999999,0.0957,-13.225,0.0683,141.759,0.18600000000000005,0.0,8
1,alberta country,0.20776726190476189,0.5939916666666667,206540.95,0.7349738095238095,1.9585285714285716e-05,0.22580333333333336,-6.57517619047619,0.05575809523809523,113.51413095238097,0.5968142857142856,51.49047619047619,4
0,alberta hip hop,0.33,0.885,144000.0,0.685,0.0,0.14800000000000002,-6.4289999999999985,0.0627,99.954,0.937,78.5,11
1,album rock,0.18618245479872214,0.512030610234557,268948.224959657,0.6604173890677083,0.07372189233519723,0.21488953424232002,-9.885866901716897,0.05672559901765901,124.21652716618,0.5518872818188616,38.26057678819572,9
1,albuquerque indie,0.3502145925925926,0.5621018518518519,227711.3518518519,0.5874537037037038,0.016405614814814815,0.1803731481481481,-8.425898148148146,0.033461111111111115,126.22573148148147,0.5921296296296297,51.111111111111114,9
1,alt-idol,0.000304725,0.46625,240353.75,0.9662500000000002,0.22580875,0.3509,-2.6232500000000005,0.16655000000000006,131.12875,0.38475,60.25,1
1,alte,0.0692,0.797,188889.0,0.5670000000000001,0.0,0.0705,-7.502999999999999,0.0651,108.024,0.843,66.0,2
1,alternative americana,0.34821927083333337,0.493904513888889,224527.29861111112,0.4982638888888888,0.17122507756944447,0.19125295138888887,-9.79526736111111,0.046948784722222234,125.1544184027778,0.4446961805555555,49.82291666666666,7
1,alternative country,0.4071150580061164,0.5425796669270009,249887.8559483778,0.5181552411956074,0.039372664583356434,0.17472283462751662,-10.290235627460508,0.04516044423032545,120.26777292129755,0.5137621412515364,42.85791917624276,9
1,alternative dance,0.15180570720400158,0.6040664401877522,268439.29367821716,0.7370190259126485,0.21127096035679835,0.1914646453326588,-6.637478840309943,0.054930511352800526,126.09572290508491,0.5260616902218979,51.052498796439025,2
1,alternative emo,0.12812226154687034,0.4948079814315665,216945.0483378257,0.7158729260257561,0.043942485902964935,0.1892919646600779,-7.037806588799043,0.07211657382449836,130.59866433063792,0.4431474543276429,47.246840371368684,5
1,alternative hip hop,0.1882624872239785,0.7009170241158568,246410.96788355513,0.6928150714421379,0.037373956185381384,0.2346039974925755,-7.516890543495352,0.2506472150144867,106.86016172123112,0.612556826541036,47.225680902355506,1
1,alternative metal,0.058247125931528074,0.4588281151396744,245465.761759632,0.8308012093781899,0.10105935982003378,0.21002977312504298,-5.887320968125027,0.08268765750482299,126.2008731227211,0.4153036925825164,47.296667266241826,2
1,alternative pop,0.11006783248665826,0.4550662576444718,221230.53096509312,0.7592710154263725,0.21461553002913064,0.1725948149737168,-8.791657368369068,0.05090413131313131,128.57391879006906,0.5475577360080395,37.63709806397306,9
1,alternative pop rock,0.17046744588744586,0.6192294372294374,200145.9480519481,0.7202441558441559,1.2122337662337662e-05,0.18758303030303028,-4.751005194805195,0.06870593073593075,116.99954891774887,0.6437601731601732,54.08095238095239,10
1,alternative r&b,0.3071436408855493,0.6622768826542451,232475.3738807661,0.5442857186530903,0.02197132534809246,0.1720057522211178,-8.077162285469463,0.1314752588869069,114.09290373594338,0.4490272115741773,58.484194102538545,7
1,alternative rock,0.15705871937921256,0.4783424276886565,240339.44120031738,0.7117322313989154,0.16548782911256404,0.19039048143802692,-8.305646269880699,0.062274000533020436,125.4851876376684,0.5058402960386075,42.72960825695093,7
1,alternative roots rock,0.2691217368421052,0.4933421052631579,253674.0,0.618157894736842,0.10720808815789472,0.16963421052631578,-7.2721710526315775,0.05849473684210527,113.22678947368419,0.4261842105263158,45.76315789473684,9
0,ambeat,0.4431139926739927,0.748507326007326,234658.49450549448,0.6540732600732599,0.16806978754578752,0.1392917582417582,-7.358032967032968,0.1387919413919414,98.54111355311356,0.6927600732600732,49.701465201465204,1
1,ambient,0.6732743467076509,0.3350752947488824,350676.8253885043,0.27629745841177084,0.7529056017847178,0.12553576966443994,-19.52910198007929,0.043267816669735656,107.28752653132194,0.19148207614507448,43.24113652812282,11
1,ambient black metal,0.001325495,0.2638333333333333,356480.0,0.7681666666666668,0.7681833333333331,0.3260333333333333,-9.345000000000002,0.05736666666666668,111.02750000000003,0.24101666666666666,43.83333333333334,4
1,ambient folk,0.6440242450142449,0.5285972934472934,229449.8165242165,0.3786123076923077,0.15437271593304844,0.1588068945868946,-12.00958618233618,0.05865545584045584,114.24553490028492,0.3076021367521367,44.30612535612536,9
0,ambient house,0.06545000000000001,0.6359999999999999,294900.0,0.8122499999999999,0.16460000000000002,0.29,-12.18375,0.045725,115.005,0.4335,40.5,6
1,ambient idm,0.4775,0.35050000000000003,364264.0,0.5794999999999999,0.46250715,0.1205,-10.509999999999998,0.0575,150.4915,0.2385,54.0,8
1,ambient industrial,0.0431,0.746,234013.0,0.723,0.82,0.0849,-15.59,0.0457,126.575,0.92,28.0,0
1,ambient pop,0.7447083333333333,0.27641666666666664,228796.46666666665,0.21773,0.7208758000000001,0.12652333333333332,-17.869,0.036085000000000006,95.92368333333334,0.16866833333333334,44.58333333333333,2
0,ambient techno,0.12025,0.726,361744.66666666674,0.5588333333333333,0.3489,0.0939,-13.136666666666667,0.0317,122.89266666666668,0.8104166666666667,36.833333333333336,1
1,ambient worship,0.5109172222222222,0.33742777777777777,301781.86527777783,0.4615041666666667,0.2321298890416667,0.11332625,-9.622626388888893,0.03748930555555556,104.61098055555556,0.21575333333333332,54.90972222222222,6
1,american 21st century classical,0.987,0.15565,254533.0,0.02395,0.8915000000000001,0.0968,-29.108,0.0451,69.16649999999998,0.04755,46.5,1
1,american choir,0.895728896103896,0.22974074248120305,212363.2002734108,0.20958319805194808,0.15539760125598087,0.336345078605605,-19.877883885850988,0.09686184210526316,103.75853251025288,0.19592520933014354,23.71227785372523,6
1,american classical piano,0.9766781523472092,0.3553547222172736,298995.2670396941,0.0965707140494388,0.8111316967654985,0.13638797804035846,-25.65141646685484,0.04669852062747674,104.73920251395992,0.2466597114470225,24.39556906216929,8
1,american contemporary classical,0.9383158147749042,0.3181496647509579,331714.74317229405,0.11108843525502872,0.481779547225934,0.14299419779693487,-25.939671039870692,0.05162211386494253,99.85311179058913,0.2673089520474137,30.58515625,9
1,american early music,0.995,0.1715,160866.5,0.06905,0.0415615,0.121,-26.524500000000003,0.05225,168.6375,0.0923,41.0,6
1,american folk revival,0.8494754221484916,0.5351211372263025,170889.91076588831,0.23100901435033644,0.03720948037557115,0.1648142832740198,-15.390472594469964,0.07607137742243286,112.64414577679938,0.5249713529734975,18.69569121216559,2
0,american metalcore,0.00257805,0.4074999999999999,230631.0,0.9279999999999999,0.000266125,0.185425,-4.625000000000001,0.2014,151.46099999999996,0.2129,44.0,9
1,american modern classical,0.8906899671532347,0.3973823574849173,280077.85890892945,0.2668459794892684,0.419244293047126,0.2324952150490897,-17.601216754556244,0.13117113606415906,117.09688837919882,0.40150475795006185,8.804251166944681,7
0,american oi,0.5382361999999999,0.4955200000000001,158653.27999999994,0.51652,0.3233761200000001,0.349756,-12.559320000000005,0.04590000000000001,142.33868,0.7918399999999999,26.72000000000001,5
1,american orchestra,0.8773235141712309,0.2672358330558825,343928.5888429489,0.17599450114581575,0.5513107056471637,0.23903808549231986,-21.826575462080267,0.054643213384280416,101.77994512400936,0.21279894489221587,23.995722638899714,0
1,american post-rock,0.3120729583333333,0.4566979166666666,300117.2604166666,0.4505552083333334,0.6765515833333333,0.16027916666666667,-13.17078125,0.043067708333333336,111.22938541666664,0.2371072916666667,47.51041666666667,1
1,american primitive,0.6602178279569892,0.3490272401433692,328638.67383512546,0.3724985663082437,0.8419738351254479,0.12936620071684587,-14.712518279569894,0.0417268817204301,120.15716272401433,0.37671433691756256,22.87849462365591,11
1,american romanticism,0.9545708041958042,0.3173994755244756,187616.50524475524,0.14343715034965038,0.4849568627972029,0.14391923076923074,-19.62419405594405,0.042859527972027966,115.72976311188809,0.2346690559440559,16.46153846153846,1
1,american shoegaze,0.19400142,0.3704,339934.8,0.7158,0.6325999999999999,0.15913333333333335,-9.320466666666666,0.03630666666666667,110.41086666666668,0.4142,45.06666666666666,6
0,anadolu rock,0.5589,0.5321,252515.3,0.47200000000000003,0.174072,0.1769,-13.1144,0.07428,98.6146,0.6317999999999999,41.2,7
1,anarcho-punk,0.05618286782051282,0.28627264957264953,205265.3316239316,0.8606162393162394,0.009358304427350429,0.2868564102564103,-9.565661538461539,0.1265423076923077,177.9410769230769,0.5194268376068377,39.04358974358974,9
1,anglican liturgy,0.933919191919192,0.2392565656565657,218504.58585858587,0.1345641414141414,0.3680460555555555,0.13819040404040406,-21.54920202020202,0.06016515151515151,86.86002525252525,0.2706393939393939,21.21212121212121,0
1,animal singing,0.8059999999999999,0.799,126286.5,0.6395,0.0,0.1935,-5.9875,0.04235,114.6885,0.9025,11.0,7
1,anime,0.12659077621972625,0.4836419202644202,240516.82043992047,0.8271425737100737,0.09152758156848892,0.180590817977068,-4.833713902538904,0.07665244281619278,133.086681964432,0.4573374254124256,55.960329647829646,1
1,anime latino,0.280674382,0.49878,230376.22000000003,0.8619,4.4832e-06,0.265878,-3.2522,0.051698,142.34088,0.5861959999999999,57.3,0
1,anime rock,0.08612389682539684,0.5016576719576721,233282.091005291,0.8613870370370369,0.02191361333333333,0.2287392592592593,-3.733998148148148,0.08004579365079366,134.97291772486773,0.5243174603174603,59.07222222222222,11
1,anime score,0.3001385636021496,0.4735439909670027,223791.40982048973,0.647054981249025,0.3008432606336703,0.16684624097115652,-8.463057128094626,0.07364751518919893,123.06658317640935,0.37491254334718976,50.53980281174044,5
1,ann arbor indie,0.27776999999999996,0.5473723076923077,217904.9846153846,0.4504707692307692,0.12485267984615385,0.13048092307692305,-8.802236923076924,0.06033723076923075,89.71947076923075,0.3518830769230769,53.57230769230769,6
1,anthem emo,0.13711634631336408,0.5088797235023041,209948.96897081414,0.7309107526881721,0.015013798924731184,0.2160917665130568,-6.018700307219661,0.07801917050691244,130.43316113671276,0.42866712749615976,51.12964669738862,5
1,anthem worship,0.21437770714790594,0.4736439744173603,295393.9840439689,0.6044717815758264,0.01887525373014146,0.22287702422807146,-7.504177604929938,0.047725613725463294,122.93612993328104,0.3279395366817833,53.03484529461593,11
1,anti-folk,0.4478504474790855,0.5122209371908248,222971.8225081433,0.5295718562146995,0.14781885953029322,0.17975017857175898,-9.709752455580807,0.057295694987278274,121.43844573824228,0.5013088334543563,44.37824682273646,7
1,antilliaanse folklore,0.95,0.583,190787.0,0.5660000000000001,0.847,0.109,-15.002,0.0476,124.095,0.932,0.0,0
1,antiviral pop,0.17766136279886785,0.6606965950715951,206002.62887112887,0.7229747335997339,0.01915489696386946,0.21847258991008991,-6.718926989676992,0.10773111055611057,123.82994014319016,0.6122801781551782,54.3221361971362,2
1,appalachian folk,0.7895768912437672,0.5505155188554031,183226.35682643027,0.3328343937305261,0.10195887655711336,0.1972383479614158,-13.286964224022546,0.06848259106079642,121.15910383360969,0.6413043110775416,19.271003039359783,9
1,arab folk,0.8366269163292849,0.3939167192456667,367517.46227675845,0.2808800651979599,0.3530875701304617,0.25259682138037404,-16.097358330266225,0.06612768393886814,103.56169157158628,0.4362034342850132,21.271099514520568,7
0,arab groove,0.4122283333333333,0.5436666666666666,212859.16666666663,0.4224166666666667,0.4692515625,0.19041666666666668,-12.97525,0.03464166666666667,111.64358333333334,0.5035,38.833333333333336,10
0,arab pop,0.4787710884353741,0.5789103741496601,286914.0157312925,0.5411381802721089,0.05500491490306122,0.17022542517006795,-9.560584948979592,0.053887576530612234,119.62892823129249,0.6027473639455783,35.188775510204074,0
1,arabesk,0.5631999999999999,0.415,226634.2,0.5714,9.9226e-05,0.10428,-8.7186,0.04948,142.2314,0.4826,43.6,8
1,arabic hip hop,0.78,0.35100000000000003,493796.0,0.606,0.0,0.535,-0.91,0.0311,87.889,0.513,0.0,0
0,arabic jazz,0.9076666666666668,0.4878333333333333,397971.33333333326,0.17183333333333334,0.3396255,0.12633333333333335,-19.114,0.04578333333333333,118.93916666666668,0.386,36.16666666666667,7
0,argentine ambient,0.8341666666666666,0.4756666666666666,162273.16666666663,0.35372999999999993,0.5200015833333332,0.13633333333333333,-14.393166666666666,0.03855,144.23033333333333,0.29950000000000004,54.83333333333334,4
1,argentine hardcore,0.01081,0.6900000000000001,239713.5,0.6535,0.01150665,0.3726,-9.742,0.05555,109.5345,0.655,47.5,6
1,argentine heavy metal,0.0501025,0.58375,316881.25,0.759375,0.08593275000000003,0.1492,-7.255749999999999,0.1272625,145.01850000000005,0.507375,52.625,11
1,argentine hip hop,0.3449875,0.737125,303028.04166666674,0.6904791666666666,7.758333333333331e-07,0.1094875,-4.9554375,0.15534166666666666,139.72464583333334,0.5983541666666667,74.97916666666667,1
1,argentine indie,0.29211514285714285,0.5578571428571428,295973.4142857143,0.5646314285714286,0.1636000085714286,0.16835142857142854,-12.613314285714289,0.04914142857142857,101.24104285714287,0.5946142857142858,51.1,6
1,argentine metal,0.0185,0.62,293360.0,0.816,0.007409999999999998,0.0984,-6.2079999999999975,0.222,179.99200000000005,0.6679999999999999,49.0,1
1,argentine punk,0.03646833333333333,0.5710000000000001,243449.16666666663,0.7864999999999999,0.0049088833333333325,0.4062,-7.974833333333333,0.0578,108.19316666666668,0.5781666666666666,50.16666666666666,6
1,argentine reggae,0.08302444444444446,0.7523425925925925,237022.5185185185,0.5389537037037037,0.000319994074074074,0.10976574074074076,-7.863740740740742,0.07218703703703704,128.0917777777778,0.7569074074074075,60.27777777777778,9
1,argentine rock,0.23388650295429825,0.5855264629397458,261144.08762761852,0.6270374086373794,0.05423578392859031,0.20437384492758934,-9.387355544835394,0.04835432771099775,116.4855398368688,0.5866263886163988,55.63371341720182,7
1,argentine telepop,0.194,0.622,201773.0,0.6970000000000001,0.0,0.305,-11.158,0.0288,138.013,0.843,59.0,9
1,arizona punk,0.03678,0.4903333333333333,235542.33333333328,0.9396666666666668,4e-07,0.1931,-3.7956666666666674,0.09503333333333333,116.578,0.4443333333333333,49.0,11
1,arkansas country,0.5302252723031898,0.5749568775620477,189181.41927748246,0.4908733883173265,0.00893678813347923,0.2251949538683529,-9.724140923208394,0.052561985477170274,115.01379399311944,0.6016882580456943,38.81333743435043,9
0,arkansas hip hop,0.17768333333333333,0.6745,228268.83333333328,0.6735000000000001,0.0,0.2521333333333333,-5.359666666666667,0.19766666666666668,149.661,0.3738333333333334,64.83333333333333,7
1,arkansas indie,0.2365,0.4300000000000001,265170.5,0.504,0.10766500000000001,0.171,-10.1935,0.03125,100.529,0.1685,50.0,3
1,armenian folk,0.993,0.13699999999999998,292000.0,0.128175,0.915,0.11675,-19.49525,0.046875,87.93799999999996,0.0445,37.0,7
1,art pop,0.3383074238750952,0.539091243531713,253557.07436224679,0.5387304519147822,0.20367868367002065,0.16987846146639965,-9.834776589336713,0.05418890997772965,120.42871675141664,0.4183113668460192,50.093963195517844,7
1,art punk,0.16476523831999967,0.5492970916563717,222741.94861538726,0.7200015723101647,0.2002163155879329,0.22118222390753384,-9.24317246040222,0.0767543761390978,127.48230490904743,0.6162230973854128,34.95197102763386,9
1,art rock,0.2965775587064535,0.4977119857814095,276878.3248675955,0.5664272798175694,0.19003780100497966,0.1919497117149578,-11.412487050381653,0.05592532855364463,120.91833433140066,0.5178603495627799,36.804587762338464,9
1,art song,0.9875466155810982,0.3407063005534269,242920.83386547468,0.11117990634312476,0.09237752240102172,0.11895262877820348,-19.44371200510856,0.05058233290762027,114.95943965517242,0.1979045232013623,18.357705406555983,10
1,asbury park indie,0.000969,0.557,226853.0,0.815,0.00188,0.0932,-5.402,0.0328,88.929,0.445,50.0,0
1,asheville indie,0.6006666666666667,0.5479999999999999,257521.66666666663,0.517,0.3123333333333333,0.12166666666666665,-7.7923333333333344,0.0342,106.58766666666666,0.5393333333333333,47.0,0
1,asian american hip hop,0.2330938095238095,0.7636000000000001,196914.89523809523,0.6513952380952379,0.0004699328571428571,0.18369000000000002,-6.776066666666666,0.12081476190476192,108.35327619047621,0.4919761904761905,61.84761904761905,1
0,asmr,0.4809677777777777,0.1852222222222222,203037.3333333333,0.3083333333333333,0.9171111111111112,0.21944444444444444,-19.465666666666667,0.06431111111111111,80.81955555555554,0.02701111111111111,63.0,10
1,athens indie,0.17342838178053832,0.5096802967563837,243839.70982142852,0.6540589415113871,0.2381676500224293,0.1574449771394065,-9.104683445479642,0.04195736067977915,126.17643148291927,0.5339337754485852,40.99592391304348,11
1,atl hip hop,0.1294327886431697,0.7353641372237832,244548.80577964315,0.6461326983215863,0.012819806645259422,0.19291763881450444,-6.704093316676606,0.18248210220686134,123.14134458460478,0.5284738472723499,51.958162125417395,1
1,atl trap,0.13292696834949067,0.7221309398010799,234431.22041896672,0.6156240664375029,0.006039194706075972,0.1998197812851817,-7.099126384583789,0.21777764216873893,124.51356938982865,0.4966118827552751,56.330851137420474,2
1,atlanta indie,0.152908,0.5667,218955.44,0.7082599999999999,0.09881184,0.26024,-7.60262,0.0516,122.26438,0.6192799999999999,52.28,10
1,atlanta metal,0.00912046083333333,0.4490611111111111,217496.52777777772,0.9244583333333332,0.15446428444444446,0.2131375,-4.874466666666667,0.0864238888888889,122.70448888888887,0.4282527777777778,47.78888888888889,1
1,atlanta punk,0.1622,0.5065,138560.0,0.6695,0.000406,0.203,-7.0745,0.033600000000000005,155.7905,0.821,48.0,11
1,atmosphere,0.8895132653061226,0.2700989795918367,188269.90816326533,0.11807500000000005,0.8704693877551023,0.11368010204081636,-24.016530612244907,0.06089183673469387,93.49492346938776,0.13616020408163262,51.53571428571429,1
1,atmospheric black metal,0.001325495,0.2638333333333333,356480.0,0.7681666666666668,0.7681833333333331,0.3260333333333333,-9.345000000000002,0.05736666666666668,111.02750000000003,0.24101666666666666,43.83333333333334,4
1,atmospheric dnb,0.03,0.6829999999999999,267107.0,0.789,0.0105,0.0724,-9.034,0.0602,119.504,0.657,48.0,2
0,atmospheric post-metal,2.71e-05,0.29,348640.0,0.7170000000000001,0.816,0.706,-9.439,0.0556,110.271,0.236,40.0,9
0,atmospheric post-rock,0.00942,0.8690000000000001,308613.0,0.888,0.00111,0.18600000000000005,-2.7310000000000003,0.0859,135.023,0.856,0.0,4
0,atmospheric sludge,2.71e-05,0.29,348640.0,0.7170000000000001,0.816,0.706,-9.439,0.0556,110.271,0.236,40.0,9
1,auckland indie,0.01541476875,0.5735625,221540.0,0.6374374999999999,0.0370886875,0.24785,-6.588750000000001,0.06521249999999999,126.71887500000004,0.36406875,56.125,4
1,audiophile vocal,0.6398333333333333,0.5125000000000001,196339.83333333328,0.2645666666666667,0.00014681,0.1298,-17.35033333333333,0.0334,84.95633333333333,0.5134333333333333,31.16666666666667,2
0,aussietronica,0.13767923076923078,0.6307153846153846,260786.0730769231,0.6743076923076923,0.12678909076923078,0.14545153846153847,-6.74313076923077,0.04777653846153847,119.23266153846157,0.3131,60.096153846153854,1
1,austin americana,0.392044375,0.5716041666666667,278978.6145833334,0.6226354166666668,0.008585392916666667,0.22688125,-7.121666666666666,0.07684166666666667,112.86020833333332,0.4863125,50.65625,7
1,austin singer-songwriter,0.4756979166666666,0.5395416666666666,291757.1979166666,0.6314791666666667,0.033680547916666664,0.31261666666666665,-9.7305,0.06272083333333334,127.61339583333331,0.5378645833333333,41.16666666666667,9
1,austindie,0.3291371923076923,0.6055512820512821,241183.3782051282,0.6316153846153847,0.054386819038461535,0.16171153846153846,-7.344634615384615,0.054124358974358966,108.67665384615385,0.5895064102564103,50.948717948717956,9
